Pclass,Sex,SibSp,Parch,Fare,Age_wiki,Boarded,Marriage_status,Rank,Nobility,Youth,Survived
3,male,0,0,9.8458,19.0,2.0,No,No,No,No,No
3,male,0,0,7.8958,19.0,2.0,No,No,No,No,No
3,male,0,0,7.8958,23.0,2.0,No,No,No,No,No
1,female,0,1,83.1583,56.0,3.0,Yes,No,No,No,Yes
2,female,0,1,26.0,25.0,2.0,Yes,No,No,No,Yes
3,male,0,0,7.8958,33.0,3.0,No,No,No,No,No
3,female,0,0,10.5167,22.0,2.0,No,No,No,No,No
2,male,0,0,10.5,28.0,2.0,No,No,No,No,No
3,male,0,0,7.05,25.0,2.0,No,No,No,No,No
3,female,0,5,29.125,39.0,1.0,Yes,No,No,No,No
2,male,0,0,13.0,27.0,2.0,No,Yes,No,No,No
1,female,0,0,30.0,19.0,2.0,No,No,No,No,Yes
3,female,1,2,23.45,7.0,2.0,No,No,No,Yes,No
1,male,0,0,30.0,26.0,3.0,No,No,No,No,Yes
3,male,0,0,7.75,43.0,1.0,No,No,No,No,No
3,male,0,0,7.8292,19.0,2.0,No,No,No,No,No
3,female,1,0,7.0,47.0,2.0,Yes,No,No,No,Yes
2,male,0,0,9.6875,63.0,1.0,No,No,No,No,No
3,male,0,0,8.6625,27.0,2.0,No,No,No,No,No
3,female,1,1,12.2875,22.0,2.0,Yes,No,No,No,Yes
3,male,0,0,9.225,14.0,2.0,No,No,No,Yes,Yes
3,female,0,0,7.6292,35.0,1.0,No,No,No,No,No
2,male,1,1,29.0,26.0,2.0,No,No,No,No,Yes
3,female,0,0,7.2292,18.0,3.0,Yes,No,No,No,Yes
3,male,2,0,24.15,21.0,2.0,No,No,No,No,No
3,male,0,0,7.8958,32.0,2.0,No,No,No,No,No
1,male,0,0,26.0,46.0,2.0,No,No,No,No,No
1,female,1,0,82.2667,23.0,2.0,Yes,No,No,No,Yes
2,male,1,0,26.0,63.0,2.0,No,No,No,No,No
1,female,1,0,61.175,47.0,2.0,Yes,No,No,No,Yes
2,female,1,0,27.7208,24.0,3.0,Yes,No,No,No,No
2,male,0,0,12.35,35.0,1.0,No,No,No,No,No
3,male,0,0,7.225,21.0,3.0,No,No,No,No,No
3,female,1,0,7.925,27.0,2.0,No,No,No,No,No
3,female,0,0,7.225,45.0,3.0,Yes,No,No,No,Yes
1,male,1,0,59.4,46.0,3.0,No,No,No,No,No
3,male,0,1,3.1708,9.0,2.0,No,No,No,Yes,Yes
1,female,0,0,31.6833,48.0,3.0,Yes,No,No,No,Yes
1,male,0,1,61.3792,21.0,3.0,No,No,No,No,Yes
1,female,1,3,262.375,48.0,3.0,Yes,No,No,No,No
3,male,1,0,14.5,50.0,2.0,No,No,No,No,No
1,female,0,1,61.9792,22.0,2.0,No,No,No,No,Yes
3,male,0,0,7.225,19.0,3.0,No,No,No,No,No
1,male,0,0,30.5,41.0,2.0,No,No,No,No,No
3,male,2,0,21.6792,17.0,3.0,No,No,No,Yes,No
2,male,1,0,26.0,50.0,2.0,No,No,No,No,No
2,male,2,0,31.5,24.0,2.0,No,No,No,No,No
3,female,1,2,20.575,32.0,2.0,Yes,No,No,No,Yes
3,female,1,2,23.45,34.0,2.0,Yes,No,No,No,No
1,male,1,0,57.75,30.0,3.0,No,No,No,No,Yes
3,male,0,0,7.2292,19.0,3.0,No,No,No,No,No
3,female,0,0,8.05,26.0,2.0,No,No,No,No,Yes
3,female,0,0,8.6625,21.0,2.0,No,No,No,No,No
3,male,0,0,9.5,21.0,2.0,No,No,No,No,Yes
3,male,0,0,56.4958,28.0,2.0,No,No,No,No,No
3,male,0,1,13.4167,39.0,2.0,No,No,No,No,Yes
1,male,0,0,26.55,37.0,2.0,No,No,No,No,No
3,male,0,0,7.85,41.0,2.0,No,No,No,No,No
2,female,0,0,13.0,30.0,2.0,Yes,Yes,No,No,No
1,female,1,0,52.5542,45.0,2.0,Yes,No,No,No,Yes
3,male,0,0,7.925,25.0,2.0,No,No,No,No,No
1,male,0,0,29.7,45.0,3.0,No,No,No,No,Yes
3,male,0,0,7.75,24.0,1.0,No,No,No,No,No
1,female,0,0,76.2917,59.0,3.0,Yes,No,No,No,Yes
3,female,0,2,15.9,36.0,2.0,Yes,No,No,No,Yes
1,male,1,0,60.0,24.0,3.0,No,No,No,No,No
2,male,0,0,15.0333,27.0,2.0,No,No,No,No,No
2,female,2,1,23.0,20.0,2.0,No,No,No,No,Yes
1,female,3,2,263.0,28.0,2.0,No,No,No,No,Yes
2,male,0,0,15.5792,30.0,3.0,No,No,No,No,No
3,male,4,1,29.125,10.0,1.0,No,No,No,Yes,No
3,male,0,0,7.8958,35.0,2.0,No,No,No,No,No
3,male,0,0,7.65,25.0,2.0,No,No,No,No,Yes
3,male,1,0,16.1,32.0,2.0,No,No,No,No,No
1,female,0,0,262.375,36.0,3.0,No,No,No,No,Yes
3,male,0,0,7.8958,17.0,2.0,No,No,No,Yes,No
2,male,0,0,13.5,32.0,2.0,No,No,Yes,No,No
3,male,0,0,7.75,18.0,2.0,No,No,No,No,No
3,female,0,0,7.725,22.0,1.0,No,No,No,No,Yes
1,male,2,2,262.375,13.0,3.0,No,No,No,Yes,Yes
2,female,0,0,21.0,30.0,2.0,Yes,No,No,No,No
3,female,0,0,7.8792,17.0,1.0,No,No,No,Yes,No
1,male,0,0,42.4,47.0,2.0,No,No,No,No,No
1,male,0,0,28.5375,31.0,3.0,No,No,No,No,Yes
1,female,1,4,263.0,60.0,2.0,Yes,No,No,No,Yes
3,female,0,0,7.75,25.0,1.0,No,No,No,No,Yes
3,male,0,0,7.8958,21.0,2.0,No,No,No,No,No
3,female,0,0,7.925,29.0,2.0,No,No,No,No,No
1,male,0,0,27.7208,36.0,3.0,No,Yes,No,No,No
1,female,0,0,211.5,35.0,2.0,No,No,No,No,Yes
1,male,0,0,211.5,33.0,2.0,No,No,No,No,No
3,male,0,0,8.05,23.0,2.0,No,No,No,No,No
1,female,2,0,25.7,55.0,2.0,Yes,No,No,No,Yes
2,male,0,0,13.0,30.0,2.0,No,No,No,No,No
3,female,0,0,7.75,24.0,1.0,No,No,No,No,No
3,male,1,1,15.2458,9.0,3.0,No,No,No,Yes,No
1,male,1,0,221.7792,67.0,2.0,No,No,No,No,No
1,male,0,0,26.0,49.0,2.0,No,No,No,No,No
3,male,0,0,7.8958,23.0,2.0,No,No,No,No,No
2,male,0,0,10.7083,30.0,1.0,No,No,No,No,No
3,male,1,0,14.4542,25.0,3.0,No,No,No,No,No
3,female,0,0,7.8792,26.0,1.0,No,No,No,No,No
3,female,0,0,8.05,18.0,2.0,No,No,No,No,Yes
3,female,0,0,7.75,21.0,1.0,No,No,Yes,No,No
2,male,1,1,23.0,2.0,2.0,No,No,No,Yes,Yes
3,female,1,0,13.9,22.0,2.0,Yes,No,No,No,Yes
3,male,0,0,7.775,28.0,2.0,No,No,No,No,No
1,female,1,2,52.0,27.0,2.0,Yes,No,No,No,Yes
3,male,0,0,8.05,32.0,2.0,No,No,No,No,No
1,male,0,0,26.0,24.0,3.0,No,No,No,No,No
3,male,0,0,7.7958,25.0,2.0,No,No,No,No,Yes
1,female,1,0,78.85,25.0,2.0,Yes,No,No,No,Yes
3,male,0,0,7.925,29.0,2.0,No,No,No,No,No
3,female,0,0,7.8542,20.0,2.0,No,No,No,No,No
3,male,0,0,8.05,33.0,2.0,No,No,No,No,No
1,female,1,0,55.4417,44.0,3.0,Yes,No,No,No,Yes
2,male,1,0,26.0,28.0,2.0,No,No,No,No,No
3,male,0,0,7.75,20.0,1.0,No,No,No,No,No
3,male,0,0,7.775,26.0,2.0,No,No,No,No,Yes
3,female,1,1,8.5167,16.0,3.0,Yes,No,No,Yes,Yes
3,male,0,0,22.525,28.0,2.0,No,No,No,No,No
3,male,0,0,7.8208,21.0,1.0,No,No,No,No,Yes
3,male,0,0,7.75,24.0,1.0,No,No,No,No,Yes
3,male,0,0,8.7125,37.0,3.0,No,No,No,No,No
2,male,0,0,13.0,19.0,2.0,No,No,No,No,No
2,male,0,0,15.0458,42.0,2.0,No,No,No,No,No
3,female,0,0,7.7792,20.0,1.0,No,No,No,No,Yes
1,female,0,0,31.6792,36.0,3.0,No,No,No,No,No
3,female,0,0,7.2833,22.0,1.0,No,No,No,No,No
1,female,1,0,221.7792,63.0,2.0,Yes,No,No,No,No
3,male,1,0,14.4542,18.0,3.0,No,No,No,No,No
3,male,0,0,6.4375,34.0,3.0,No,No,No,No,No
3,female,1,1,16.7,1.0,2.0,No,No,No,Yes,Yes
1,male,0,0,75.2417,36.0,2.0,No,No,No,No,No
2,female,1,0,26.0,28.0,2.0,Yes,No,No,No,No
2,female,0,0,15.75,12.0,2.0,No,No,No,Yes,Yes
3,male,1,0,7.75,24.0,1.0,No,No,No,No,No
1,female,1,0,57.75,35.0,2.0,Yes,No,No,No,Yes
3,male,0,0,7.25,28.0,2.0,No,No,No,No,No
3,male,0,0,7.75,24.0,1.0,No,No,No,No,Yes
3,female,0,1,16.1,16.0,2.0,No,No,No,Yes,Yes
3,male,0,0,7.7958,22.0,2.0,No,No,No,No,No
3,female,2,0,23.25,26.0,1.0,No,No,No,No,Yes
2,male,0,0,13.0,42.0,2.0,No,No,No,No,No
3,male,0,0,8.05,32.0,2.0,No,No,No,No,No
1,male,0,0,28.5,53.0,2.0,No,Yes,No,No,Yes
3,female,0,4,25.4667,40.0,2.0,Yes,No,No,No,No
3,male,1,0,6.4375,31.0,3.0,No,No,No,No,No
3,male,0,0,7.8958,43.0,2.0,No,No,No,No,No
3,male,0,0,7.8542,24.0,2.0,No,No,No,No,No
3,male,0,0,7.225,22.0,3.0,No,No,No,No,No
2,male,0,0,13.0,26.0,2.0,No,No,No,No,No
3,female,0,0,8.05,24.0,2.0,No,Yes,No,No,Yes
3,male,1,6,46.9,42.0,2.0,No,No,No,No,No
3,female,5,2,46.9,12.0,2.0,No,No,No,Yes,No
1,female,0,0,151.55,33.0,2.0,No,No,No,No,Yes
1,male,1,3,262.375,61.0,3.0,No,No,No,No,No
2,male,0,0,26.0,28.0,2.0,No,No,No,No,No
1,male,0,0,26.55,42.0,2.0,No,No,No,No,No
3,male,3,0,18.0,31.0,2.0,No,No,No,No,No
1,male,0,0,51.8625,44.0,2.0,No,No,No,No,No
3,male,0,0,8.05,22.0,2.0,No,No,No,No,No
1,male,0,0,26.55,59.0,2.0,No,No,No,No,No
2,male,1,1,26.0,35.0,2.0,No,Yes,No,No,No
3,male,0,0,7.8958,30.0,3.0,No,Yes,No,No,No
3,male,0,0,14.4542,51.0,2.0,No,No,No,No,No
3,female,0,2,12.1833,36.0,2.0,Yes,No,No,No,No
3,male,4,2,31.3875,13.0,2.0,No,No,No,Yes,No
3,male,0,0,7.55,19.0,2.0,No,No,No,No,Yes
1,female,0,0,221.7792,31.0,2.0,No,No,No,No,Yes
1,male,0,0,26.55,42.0,2.0,No,No,No,No,No
3,female,0,2,13.775,26.0,2.0,Yes,No,No,No,No
3,female,0,0,7.7333,17.0,1.0,No,No,No,Yes,Yes
3,male,1,1,15.2458,8.0,3.0,No,No,No,Yes,Yes
2,female,0,0,13.5,26.0,2.0,No,No,No,No,Yes
3,male,0,0,7.0,32.0,2.0,No,No,No,No,No
2,male,0,0,13.0,28.0,2.0,No,Yes,No,No,No
3,female,1,1,22.025,26.0,2.0,Yes,No,No,No,Yes
1,male,0,0,50.4958,48.0,3.0,No,No,No,No,No
3,male,2,2,34.375,18.0,2.0,No,No,No,No,No
1,female,0,0,27.7208,36.0,3.0,Yes,No,No,No,Yes
3,female,0,0,8.9625,22.0,2.0,No,No,No,No,Yes
3,male,0,0,7.55,26.0,2.0,No,No,No,No,No
3,male,0,0,7.225,27.0,3.0,No,No,No,No,No
3,male,1,0,13.9,23.0,2.0,No,Yes,No,No,No
3,male,0,0,7.2292,20.0,3.0,No,No,No,No,No
3,male,1,5,31.3875,40.0,2.0,No,No,No,No,No
2,female,0,2,39.0,15.0,2.0,No,No,No,Yes,Yes
2,female,0,0,36.75,20.0,2.0,No,No,No,No,Yes
1,male,1,0,55.4417,54.0,3.0,No,No,No,No,Yes
2,female,0,3,39.0,35.0,2.0,Yes,No,No,No,Yes
1,female,0,2,83.1583,64.0,3.0,Yes,No,No,No,Yes
2,male,0,0,13.0,32.0,2.0,No,No,No,No,No
1,male,1,1,83.1583,37.0,3.0,No,No,No,No,No
1,female,1,0,53.1,18.0,2.0,Yes,No,No,No,Yes
3,male,0,0,7.75,16.0,1.0,No,No,No,Yes,No
1,female,1,1,247.5208,27.0,3.0,Yes,No,No,No,Yes
2,male,0,0,16.0,36.0,2.0,No,No,No,No,No
2,female,0,1,21.0,21.0,2.0,No,No,No,No,Yes
3,male,2,0,8.05,17.0,2.0,No,No,No,Yes,No
3,female,8,2,69.55,10.0,2.0,No,No,No,Yes,No
2,male,0,0,13.0,40.0,2.0,No,No,No,No,No
2,male,1,0,26.0,32.0,2.0,No,No,No,No,No
1,male,0,0,26.0,43.0,3.0,No,Yes,No,No,Yes
3,male,1,1,14.5,9.0,2.0,No,No,No,Yes,No
2,male,0,0,12.35,61.0,2.0,No,No,No,No,No
2,male,0,2,32.5,8.0,2.0,No,Yes,No,Yes,Yes
3,male,0,0,7.8542,33.0,2.0,No,No,No,No,No
1,male,0,2,134.5,6.0,3.0,No,No,No,Yes,Yes
3,female,0,0,7.775,18.0,2.0,No,No,No,No,Yes
2,male,0,0,10.5,23.0,2.0,No,No,No,No,No
3,female,0,0,8.1125,62.0,2.0,Yes,No,No,No,No
3,female,0,0,15.5,34.0,1.0,No,No,No,No,Yes
3,male,0,2,14.4,0.33,2.0,No,No,No,Yes,No
1,male,1,0,227.525,47.0,3.0,No,Yes,No,No,No
2,female,1,1,26.0,8.0,2.0,No,No,No,Yes,Yes
2,male,0,0,10.5,30.0,2.0,No,Yes,No,No,No
1,male,0,0,25.7417,29.0,3.0,No,No,No,No,Yes
3,female,0,0,7.75,42.0,1.0,No,No,No,No,No
2,male,0,0,10.5,25.0,2.0,No,Yes,No,No,Yes
1,female,0,0,27.7208,34.0,3.0,No,No,No,No,Yes
3,male,0,0,22.525,33.0,2.0,No,No,No,No,No
3,male,0,0,7.05,34.0,2.0,No,No,No,No,Yes
2,male,0,0,73.5,20.0,2.0,No,No,No,No,No
2,female,1,0,26.0,60.0,2.0,Yes,No,No,No,No
3,female,4,2,7.775,38.0,2.0,No,No,No,No,No
1,male,0,0,42.5,42.0,2.0,No,No,No,No,No
3,female,0,0,7.8792,20.0,1.0,No,No,No,No,No
1,male,1,1,164.8667,58.0,2.0,No,Yes,No,No,No
1,female,1,1,211.5,50.0,2.0,Yes,No,No,No,Yes
3,male,0,0,8.05,36.0,2.0,No,No,No,No,No
2,female,1,0,13.8583,30.0,3.0,No,No,No,No,Yes
3,male,0,0,8.05,21.0,2.0,No,No,No,No,No
2,female,0,0,10.5,22.0,2.0,Yes,No,No,No,Yes
3,male,0,0,7.7958,21.0,2.0,No,No,No,No,Yes
1,female,0,0,27.4458,53.0,3.0,Yes,No,No,No,Yes
3,female,0,2,15.2458,24.0,3.0,Yes,No,No,No,Yes
3,male,0,0,7.7958,23.0,2.0,No,No,No,No,Yes
3,female,0,0,7.75,27.0,1.0,No,No,No,No,No
3,male,0,0,15.1,39.0,2.0,No,No,No,No,No
2,male,0,0,13.0,36.0,2.0,No,No,No,No,No
2,male,0,0,65.0,14.0,2.0,No,No,No,Yes,No
1,female,0,0,26.55,21.0,2.0,No,No,No,No,Yes
3,male,1,0,6.4958,21.0,2.0,No,No,No,No,No
3,male,0,0,7.8792,21.0,1.0,No,No,No,No,No
1,male,1,0,71.2833,39.0,3.0,No,No,No,No,No
3,male,0,0,7.8542,29.0,2.0,No,No,No,No,No
1,male,1,0,75.25,63.0,3.0,No,No,No,No,No
3,male,0,0,7.225,20.0,3.0,No,No,No,No,No
2,female,1,1,13.0,18.0,2.0,No,No,No,No,No
1,female,1,0,106.425,48.0,3.0,Yes,No,No,No,Yes
1,female,0,0,27.7208,55.0,3.0,Yes,No,No,No,Yes
2,female,0,2,30.0,45.0,2.0,Yes,No,No,No,Yes
1,male,1,1,134.5,45.0,3.0,No,No,No,No,Yes
3,male,0,0,7.8875,34.0,2.0,No,No,No,No,Yes
3,male,1,2,23.45,8.0,2.0,No,Yes,No,Yes,No
1,male,1,0,51.8625,41.0,2.0,No,No,No,No,No
2,female,0,0,21.0,28.0,2.0,Yes,No,No,No,No
2,male,1,1,32.5,42.0,2.0,No,Yes,No,No,No
2,female,1,0,26.0,29.0,2.0,Yes,No,No,No,Yes
3,female,1,0,14.4542,20.0,3.0,Yes,No,No,No,No
2,female,1,2,27.75,0.83,2.0,No,No,No,Yes,Yes
3,male,0,0,7.925,20.0,2.0,No,No,No,No,Yes
1,male,1,0,136.7792,27.0,3.0,No,No,No,No,No
3,male,0,0,9.325,24.0,2.0,No,No,No,No,No
3,male,0,0,9.5,27.0,2.0,No,No,No,No,No
3,male,0,0,7.55,20.0,2.0,No,No,No,No,No
3,male,0,0,7.75,22.0,1.0,No,No,No,No,No
3,male,0,0,8.05,28.0,2.0,No,No,No,No,No
2,female,0,0,13.0,19.0,2.0,No,No,No,No,Yes
3,male,0,0,7.775,21.0,2.0,No,No,No,No,Yes
3,male,1,0,17.4,36.0,2.0,No,No,No,No,Yes
3,male,0,0,7.8542,21.0,2.0,No,No,No,No,No
2,female,0,2,23.0,29.0,2.0,Yes,Yes,No,No,Yes
3,female,1,1,12.1833,1.0,2.0,No,No,No,Yes,No
2,male,0,0,12.7375,34.0,2.0,No,No,No,No,Yes
3,male,0,0,7.8958,44.0,2.0,No,No,No,No,No
1,male,0,0,0.0,40.0,,No,No,No,No,No
3,male,0,0,7.55,30.0,2.0,No,No,No,No,No
3,female,0,0,8.05,27.0,2.0,No,No,No,No,Yes
3,male,0,0,8.6625,17.0,2.0,No,No,No,Yes,No
1,male,0,0,75.2417,46.0,2.0,No,No,No,No,No
3,male,0,0,7.75,28.0,1.0,No,No,No,No,No
1,female,1,0,136.7792,26.0,3.0,Yes,No,No,No,Yes
3,female,1,0,15.5,18.0,1.0,No,No,No,No,No
3,male,0,0,7.225,20.0,3.0,No,No,No,No,No
2,female,1,0,26.0,20.0,2.0,No,No,No,No,Yes
2,male,0,0,10.5,28.0,2.0,No,No,No,No,No
2,male,1,0,26.0,40.0,2.0,No,No,No,No,No
2,male,1,0,21.0,45.0,2.0,No,No,No,No,No
2,male,0,0,10.5,22.0,2.0,No,No,No,No,Yes
3,female,0,0,8.6625,23.0,2.0,No,No,No,No,No
3,male,1,1,13.775,0.58,2.0,No,No,No,Yes,No
3,female,0,0,7.75,22.0,1.0,No,No,No,No,No
3,female,1,1,15.2458,9.0,3.0,No,No,No,Yes,Yes
3,female,1,1,20.2125,2.0,2.0,No,No,No,Yes,No
3,male,0,0,7.25,26.0,2.0,No,No,No,No,No
3,male,0,0,7.25,38.0,3.0,No,No,Yes,No,No
1,male,1,0,82.2667,24.0,2.0,No,No,No,No,Yes
3,male,0,0,7.2292,25.0,3.0,No,No,No,No,No
3,male,0,0,8.05,22.0,2.0,No,No,No,No,No
1,male,0,0,39.6,36.0,2.0,No,No,No,No,Yes
3,female,0,0,6.95,30.0,1.0,No,No,No,No,Yes
3,male,0,0,7.2292,20.0,3.0,No,No,No,No,No
1,male,1,1,81.8583,52.0,2.0,No,Yes,No,No,Yes
3,male,0,0,9.5,36.0,2.0,No,No,No,No,No
3,male,0,0,7.8958,26.0,2.0,No,No,No,No,No
2,female,1,2,41.5792,1.0,3.0,No,No,No,Yes,Yes
3,male,2,0,21.6792,40.0,3.0,No,No,No,No,No
1,male,0,0,45.5,30.0,2.0,No,No,No,No,No
3,male,0,0,7.8542,29.0,2.0,No,No,No,No,No
3,male,0,0,7.775,32.0,2.0,No,No,No,No,Yes
2,male,0,0,15.0458,25.0,3.0,No,No,No,No,No
2,male,0,1,21.0,42.0,2.0,No,No,No,No,No
3,male,0,0,8.6625,24.0,2.0,No,No,No,No,No
3,female,0,0,7.75,24.0,1.0,No,No,No,No,Yes
1,female,1,1,26.55,64.0,2.0,Yes,No,No,No,Yes
1,male,1,2,151.55,30.0,2.0,No,No,No,No,No
3,male,0,1,9.35,0.83,2.0,No,No,No,Yes,Yes
1,male,1,1,93.5,55.0,2.0,No,No,No,No,No
3,female,1,0,14.1083,45.0,2.0,Yes,No,No,No,Yes
3,male,0,0,8.6625,18.0,2.0,No,No,No,No,No
3,male,0,0,7.575,17.0,2.0,No,No,No,Yes,No
3,female,0,0,7.75,47.0,1.0,No,No,No,No,No
1,female,0,0,135.6333,55.0,3.0,Yes,No,No,No,Yes
3,female,0,0,7.7333,17.0,1.0,No,No,Yes,Yes,No
1,male,1,0,146.5208,57.0,3.0,No,No,No,No,No
2,male,0,0,10.5,18.0,2.0,No,No,No,No,No
3,male,0,0,7.8542,27.0,2.0,No,No,No,No,No
2,male,2,0,31.5,22.0,2.0,No,No,No,No,No
3,male,0,0,7.775,26.0,2.0,No,No,No,No,No
3,male,0,0,7.2292,25.0,3.0,No,No,No,No,Yes
2,male,0,0,13.0,26.0,2.0,No,No,No,No,No
1,male,0,0,26.55,59.0,2.0,No,No,No,No,No
1,female,0,0,211.3375,29.0,2.0,No,No,No,No,Yes
3,male,0,0,7.05,23.0,2.0,No,No,No,No,No
2,female,2,1,39.0,12.0,2.0,No,No,No,Yes,Yes
1,male,0,0,79.2,46.0,3.0,No,No,No,No,No
2,male,1,0,26.0,29.0,2.0,No,No,No,No,No
2,female,0,2,36.75,48.0,2.0,Yes,No,No,No,Yes
1,male,0,0,29.7,39.0,3.0,No,No,No,No,No
3,male,0,0,7.225,16.0,3.0,No,No,No,Yes,No
3,female,1,1,15.7417,19.0,3.0,No,No,No,No,Yes
3,male,0,0,7.8958,27.0,2.0,No,No,No,No,No
1,male,0,0,26.0,30.0,2.0,No,No,No,No,No
2,male,0,0,13.0,32.0,2.0,No,No,No,No,No
2,male,0,0,31.5,25.0,2.0,No,No,No,No,No
3,male,0,0,7.2292,10.0,3.0,No,No,No,Yes,No
2,male,0,0,10.5,18.0,2.0,No,No,No,No,No
3,male,0,0,7.5792,32.0,2.0,No,No,No,No,Yes
3,male,1,9,69.55,44.0,2.0,No,No,No,No,No
1,female,0,1,512.3292,58.0,3.0,Yes,Yes,No,No,Yes
3,male,1,1,14.5,10.0,2.0,No,No,No,Yes,No
3,female,0,0,7.65,16.0,2.0,No,No,No,Yes,Yes
2,male,0,0,13.0,25.0,2.0,No,No,No,No,No
3,female,0,0,7.2292,22.0,3.0,Yes,No,No,No,Yes
2,male,0,0,13.5,25.0,2.0,No,No,No,No,No
2,female,0,0,21.0,36.0,2.0,No,No,No,No,Yes
1,female,0,1,63.3583,45.0,3.0,Yes,No,No,No,Yes
2,male,0,0,10.5,25.0,2.0,No,No,No,No,No
2,male,0,0,73.5,18.0,2.0,No,No,No,No,No
2,male,1,2,65.0,49.0,2.0,No,No,No,No,No
3,female,1,2,20.575,0.17,2.0,No,No,No,Yes,Yes
1,male,0,0,26.0,50.0,2.0,No,No,No,No,No
1,female,2,0,51.4792,59.0,2.0,Yes,No,No,No,Yes
3,male,0,0,7.8792,21.0,2.0,No,No,No,No,No
3,male,0,0,7.75,22.0,1.0,No,No,No,No,Yes
3,female,1,0,15.55,30.0,2.0,Yes,No,No,No,No
3,male,8,2,69.55,13.0,2.0,No,No,No,Yes,No
2,female,1,1,37.0042,24.0,3.0,Yes,No,No,No,Yes
2,female,0,0,21.0,31.0,2.0,Yes,No,No,No,Yes
3,male,0,0,8.6625,27.0,2.0,No,No,No,No,No
1,female,1,0,55.4417,21.0,3.0,Yes,No,No,No,Yes
3,female,1,9,69.55,44.0,2.0,Yes,No,No,No,No
3,male,1,0,14.4583,28.0,3.0,No,No,No,No,No
3,female,0,0,39.6875,22.0,2.0,No,No,No,No,No
1,female,0,1,59.4,44.0,3.0,Yes,No,No,No,Yes
2,male,0,0,13.8583,29.0,3.0,No,No,No,No,Yes
2,male,1,0,11.5,21.0,2.0,No,No,No,No,No
1,female,0,0,134.5,31.0,3.0,No,No,No,No,Yes
1,male,0,0,0.0,49.0,2.0,No,No,No,No,Yes
2,male,0,0,13.0,44.0,2.0,No,No,No,No,No
1,female,1,1,81.8583,34.0,2.0,Yes,No,No,No,Yes
1,female,0,0,262.375,45.0,3.0,No,No,No,No,Yes
3,female,2,0,8.6625,22.0,2.0,No,No,No,No,No
2,male,0,0,11.5,20.0,2.0,No,No,No,No,No
1,male,0,0,50.0,55.0,2.0,No,No,No,No,No
3,male,4,2,31.3875,5.0,2.0,No,No,No,Yes,No
3,male,0,0,7.75,23.0,1.0,No,No,No,No,No
3,male,0,0,7.8792,19.0,1.0,No,No,No,No,No
3,female,0,0,14.5,58.0,2.0,Yes,No,No,No,No
3,female,1,0,16.1,19.0,2.0,Yes,No,No,No,No
2,male,0,0,12.875,24.0,2.0,No,No,No,No,No
2,female,1,2,65.0,24.0,2.0,No,No,No,No,Yes
3,male,0,0,7.775,24.0,2.0,No,No,No,No,No
2,male,0,0,13.0,57.0,2.0,No,No,No,No,No
3,male,0,0,7.75,21.0,1.0,No,No,No,No,No
3,male,3,1,21.075,6.0,2.0,No,No,No,Yes,No
1,male,0,0,93.5,22.0,2.0,No,No,No,No,No
1,female,0,1,39.4,50.0,3.0,Yes,No,No,No,Yes
3,male,0,2,20.25,14.0,2.0,No,No,No,Yes,No
2,male,0,0,10.5,47.0,2.0,No,No,No,No,No
3,male,3,1,22.025,29.0,2.0,No,No,No,No,Yes
1,female,1,0,60.0,18.0,3.0,Yes,No,No,No,Yes
3,male,0,0,7.25,24.0,1.0,No,Yes,No,No,No
1,female,1,1,79.2,48.0,3.0,Yes,No,No,No,Yes
3,male,0,0,7.775,22.0,2.0,No,No,No,No,No
3,male,0,0,7.7333,31.0,1.0,No,No,No,No,No
1,female,0,0,164.8667,30.0,2.0,No,No,No,No,Yes
2,male,1,0,21.0,38.0,2.0,No,No,No,No,No
1,female,0,1,59.4,22.0,3.0,No,No,No,No,Yes
1,male,0,0,47.1,17.0,2.0,No,Yes,No,Yes,No
1,male,1,0,27.7208,43.0,2.0,No,No,No,No,Yes
2,male,0,0,13.8625,20.0,3.0,No,No,No,No,Yes
2,male,1,0,10.5,23.0,2.0,No,No,No,No,No
1,male,1,1,211.5,50.0,2.0,No,No,No,No,No
3,female,0,0,7.7208,18.0,1.0,No,No,No,No,Yes
3,female,1,1,13.775,4.0,2.0,No,No,No,Yes,No
3,female,0,0,7.75,21.0,1.0,No,No,No,No,No
1,female,1,0,90.0,37.0,2.0,Yes,No,No,No,Yes
3,female,0,0,7.775,28.0,2.0,No,No,No,No,No
3,male,0,0,8.05,23.0,2.0,No,No,No,No,No
1,female,0,0,108.9,39.0,3.0,No,No,No,No,Yes
3,male,0,0,7.25,43.0,2.0,No,No,No,No,No
3,male,0,0,8.05,34.0,2.0,No,No,No,No,No
3,male,1,1,22.3583,4.0,3.0,No,No,No,Yes,Yes
